// Quest Database
//
// Structure of Database:
// Quest ID,Time Limit,Target1,Val1,Target2,Val2,Target3,Val3,MobID1,NameID1,Rate1,MobID2,NameID2,Rate2,MobID3,NameID3,Rate3,Quest Title
//
// The MobID*, NameID*, and Rate* reflect special values for quests that can drop an item at given rate from given mob.
// If no MobID* is given, then any mob has a chance to drop the given ItemID*.

1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,転生
1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,アコライト転職
1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,アコライト転職
1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,アコライト転職
1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,アーチャー転職
1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,マジシャン転職
1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,マジシャン転職
1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,マジシャン転職
1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,マジシャン転職
1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,マーチャント転職
1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,マーチャント転職
1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,マーチャント転職
1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,マーチャント転職
1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,シーフ転職
1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ソードマン転職
1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ロペの捜索
1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ロペの捜索
1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ロペの捜索
1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ロペの捜索
1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ロペの捜索
1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ロペの捜索
1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ロペの捜索
1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ロペの捜索
1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ロペの捜索
1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,地元騎士団～霧の森～
//1119,82800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,地元騎士団～親分のおつかい時間制限～
1119,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,地元騎士団～親分のおつかい時間制限～
1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ニャンキー団
1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ニャンキー団
1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ニャンキー団
1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ニャンキー団
1149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ニャンキー団
1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ニャンキー団
1151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ニャンキー団
1152,82800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,不良野良活動
1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ニャンキー団
//1154,0,2197,20,0,0,0,0,0,0,0,0,0,0,0,0,0,ニャンキー団(不良野良活動)
1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ニャンキー団(不良野良活動)
1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,バコナワの伝説
1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,バコナワの伝説
1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,バコナワの伝説
