// Monster Drop Database
// Add drop item to monster
//
// Structure:
// <mobid>,<itemid>,<rate>{,<randopt_groupid>,<flag>}
//
// <mobid>  : Monster ID. See db/[pre-]re/mob_db.txt
// <itemid> : Item ID.
// <rate>   : 1 = 0.01%
//            100 = 1%
//            10000 = 100%
//            Just like rate in mob_db.txt, adjusted by battle_config.
//            To remove original drop from monster, use 0 as rate.
// Optional:
// <randopt_groupid> : If set, the dropped item will be modified by Random Option Group based on db/[pre-]re/item_randomopt_group.txt
// <flag>            : 1 - The item is protected from steal.
//                     2 - As MVP Reward
1038,7619,200,0,1
1038,7620,200,0,1
1038,6240,16,0,1
1038,6241,16,0,1
1038,10900,16,0,1
1038,10901,4,0,1
1039,7619,200,0,1
1039,7620,200,0,1
1039,6240,16,0,1
1039,6241,16,0,1
1039,10900,16,0,1
1039,10901,4,0,1
1046,7619,200,0,1
1046,7620,200,0,1
1046,6240,16,0,1
1046,6241,16,0,1
1046,10900,16,0,1
1046,10901,4,0,1
1059,7619,200,0,1
1059,7620,200,0,1
1059,6240,16,0,1
1059,6241,16,0,1
1059,10900,16,0,1
1059,10901,4,0,1
1086,7619,200,0,1
1086,7620,200,0,1
1086,6240,16,0,1
1086,6241,16,0,1
1086,10900,16,0,1
1086,10901,4,0,1
1087,7619,200,0,1
1087,7620,200,0,1
1087,6240,16,0,1
1087,6241,16,0,1
1087,10900,16,0,1
1087,10901,4,0,1
1112,7619,200,0,1
1112,7620,200,0,1
1112,6240,16,0,1
1112,6241,16,0,1
1112,10900,16,0,1
1112,10901,4,0,1
1115,7619,200,0,1
1115,7620,200,0,1
1115,6240,16,0,1
1115,6241,16,0,1
1115,10900,16,0,1
1115,10901,4,0,1
1147,7619,200,0,1
1147,7620,200,0,1
1147,6240,16,0,1
1147,6241,16,0,1
1147,10900,16,0,1
1147,10901,4,0,1
1150,7619,200,0,1
1150,7620,200,0,1
1150,6240,16,0,1
1150,6241,16,0,1
1150,10900,16,0,1
1150,10901,4,0,1
1157,7619,200,0,1
1157,7620,200,0,1
1157,6240,16,0,1
1157,6241,16,0,1
1157,10900,16,0,1
1157,10901,4,0,1
1159,7619,200,0,1
1159,7620,200,0,1
1159,6240,16,0,1
1159,6241,16,0,1
1159,10900,16,0,1
1159,10901,4,0,1
1190,7619,200,0,1
1190,7620,200,0,1
1190,6240,16,0,1
1190,6241,16,0,1
1190,10900,16,0,1
1190,10901,4,0,1
1251,7619,200,0,1
1251,7620,200,0,1
1251,6240,16,0,1
1251,6241,16,0,1
1251,10900,16,0,1
1251,10901,4,0,1
1252,7619,200,0,1
1252,7620,200,0,1
1252,6240,16,0,1
1252,6241,16,0,1
1252,10900,16,0,1
1252,10901,4,0,1
1272,7619,200,0,1
1272,7620,200,0,1
1272,6240,16,0,1
1272,6241,16,0,1
1272,10900,16,0,1
1272,10901,4,0,1
1312,7619,200,0,1
1312,7620,200,0,1
1312,6240,16,0,1
1312,6241,16,0,1
1312,10900,16,0,1
1312,10901,4,0,1
1373,7619,200,0,1
1373,7620,200,0,1
1373,6240,16,0,1
1373,6241,16,0,1
1373,10900,16,0,1
1373,10901,4,0,1
1389,7619,200,0,1
1389,7620,200,0,1
1389,6240,16,0,1
1389,6241,16,0,1
1389,10900,16,0,1
1389,10901,4,0,1
1418,7619,200,0,1
1418,7620,200,0,1
1418,6240,16,0,1
1418,6241,16,0,1
1418,10900,16,0,1
1418,10901,4,0,1
1492,7619,200,0,1
1492,7620,200,0,1
1492,6240,16,0,1
1492,6241,16,0,1
1492,10900,16,0,1
1492,10901,4,0,1
1511,7619,200,0,1
1511,7620,200,0,1
1511,6240,16,0,1
1511,6241,16,0,1
1511,10900,16,0,1
1511,10901,4,0,1
1583,7619,200,0,1
1583,7620,200,0,1
1583,6240,16,0,1
1583,6241,16,0,1
1583,10900,16,0,1
1583,10901,4,0,1
1623,7619,200,0,1
1623,7620,200,0,1
1623,6240,16,0,1
1623,6241,16,0,1
1623,10900,16,0,1
1623,10901,4,0,1
1630,7619,200,0,1
1630,7620,200,0,1
1630,6240,16,0,1
1630,6241,16,0,1
1630,10900,16,0,1
1630,10901,4,0,1
1646,7619,200,0,1
1646,7620,200,0,1
1646,6240,16,0,1
1646,6241,16,0,1
1646,10900,16,0,1
1646,10901,4,0,1
1647,7619,200,0,1
1647,7620,200,0,1
1647,6240,16,0,1
1647,6241,16,0,1
1647,10900,16,0,1
1647,10901,4,0,1
1648,7619,200,0,1
1648,7620,200,0,1
1648,6240,16,0,1
1648,6241,16,0,1
1648,10900,16,0,1
1648,10901,4,0,1
1649,7619,200,0,1
1649,7620,200,0,1
1649,6240,16,0,1
1649,6241,16,0,1
1649,10900,16,0,1
1649,10901,4,0,1
1650,7619,200,0,1
1650,7620,200,0,1
1650,6240,16,0,1
1650,6241,16,0,1
1650,10900,16,0,1
1650,10901,4,0,1
1651,7619,200,0,1
1651,7620,200,0,1
1651,6240,16,0,1
1651,6241,16,0,1
1651,10900,16,0,1
1651,10901,4,0,1
1658,7619,200,0,1
1658,7620,200,0,1
1658,6240,16,0,1
1658,6241,16,0,1
1658,10900,16,0,1
1658,10901,4,0,1
1685,7619,200,0,1
1685,7620,200,0,1
1685,6240,16,0,1
1685,6241,16,0,1
1685,10900,16,0,1
1685,10901,4,0,1
1688,7619,200,0,1
1688,7620,200,0,1
1688,6240,16,0,1
1688,6241,16,0,1
1688,10900,16,0,1
1688,10901,4,0,1
1708,7619,200,0,1
1708,7620,200,0,1
1708,6240,16,0,1
1708,6241,16,0,1
1708,10900,16,0,1
1708,10901,4,0,1
1719,7619,200,0,1
1719,7620,200,0,1
1719,6240,16,0,1
1719,6241,16,0,1
1719,10900,16,0,1
1719,10901,4,0,1
1734,7619,200,0,1
1734,7620,200,0,1
1734,6240,16,0,1
1734,6241,16,0,1
1734,10900,16,0,1
1734,10901,4,0,1
1751,7619,200,0,1
1751,7620,200,0,1
1751,6240,16,0,1
1751,6241,16,0,1
